"","id","progress","leo","duration_in_seconds","finished","recorded_date","age","gend","aian","asian","black","nhpi","white","ethnicity","year_position","year_field","ooas1","ooas2","ooas3","ooas4","ooas5","ooas6","narrcb1","narrcb2","narrcb3","narrcb4","mhl1","mhl2","mhl3","mhl4","burnout1","burnout2","burnout3","burnout4","burnout5","burnout6","burnout7","burnout8","burnout9"
"537",126,100,1,1193,TRUE,"2022-08-24T13:20:34Z",28,"Man","0","0","0","0","White","Non-Hispanic",1,1,2,2,2,3,1,3,2,2,2,2,2,1,4,4,4,4,4,2,1,1,4,4,4
"993",127,100,0,572,TRUE,"2021-11-16T15:15:14Z",40,"Man","0","0","0","0","White","Non-Hispanic",5,19,3,2,2,3,2,4,3,3,2,3,3,2,3,4,2,2,1,4,1,1,2,4,2
"661",128,100,1,1010,TRUE,"2022-10-06T13:13:48Z",41,"Man","0","0","African American / Black","0","0","Non-Hispanic",3,5,2,2,1,3,2,3,2,2,2,2,2,2,5,4,3,3,2,1,2,2,2,7,5
"1015",129,100,0,794,TRUE,"2022-02-08T16:20:23Z",25,"Woman","0","0","0","0","White","Non-Hispanic",0,0,1,1,2,1,1,4,2,3,1,1,1,1,5,5,1,1,1,1,1,1,7,7,7
"1816",130,100,1,1255,TRUE,"2022-10-27T06:10:33Z",25,"Man","0","0","0","0","White","Non-Hispanic",1,1,3,3,2,3,2,3,3,3,2,3,3,3,3,4,1,6,4,1,4,1,1,1,2
"1322",131,100,1,703,TRUE,"2022-05-03T19:29:08Z",27,"Man","0","0","0","0","White","Non-Hispanic",6,6,4,3,2,3,2,4,2,3,2,2,3,1,5,5,4,4,4,2,1,2,4,4,6
"1029",132,100,0,1065,TRUE,"2022-02-14T19:52:09Z",53,"Man","0","0","0","0","White","Non-Hispanic",22,22,2,2,2,3,3,3,NA,3,4,2,3,3,3,3,4,4,1,5,4,NA,NA,NA,NA
"1386",133,100,1,579,TRUE,"2022-05-13T02:36:20Z",20,"Man","0","0","0","0","White","Non-Hispanic",2,2,2,2,3,2,1,4,3,2,2,1,1,1,4,4,6,5,4,2,1,2,7,7,4
"1127",134,100,0,6080,TRUE,"2022-08-05T19:54:41Z",28,"Man","0","0","0","0","White","Non-Hispanic",4,7,3,2,2,3,2,3,3,2,2,2,2,2,3,4,1,1,2,1,1,1,6,7,7
"787",135,100,1,1133,TRUE,"2022-11-28T14:16:34Z",25,"Man","0","0","0","0","White","Non-Hispanic",3,3,3,2,1,3,2,4,4,2,2,2,3,2,3,3,4,4,4,7,4,1,4,4,4
"644",136,100,1,1086,TRUE,"2022-10-03T13:19:09Z",57,"Man","0","0","African American / Black","0","0","Non-Hispanic",30,3,4,2,4,4,4,4,3,4,4,3,2,4,4,4,2,2,2,2,1,1,2,2,2
"1026",137,100,0,860,TRUE,"2022-02-14T19:47:51Z",40,"Man","0","0","0","0","White","Non-Hispanic",13,15,2,2,2,2,2,3,2,2,2,2,2,2,4,4,1,1,1,2,1,1,5,4,4
"81",138,100,1,1863,TRUE,"2021-03-12T21:37:10Z",27,"Man","0","0","0","0","White","Non-Hispanic",3,3,3,2,1,3,2,4,3,3,3,2,3,2,4,4,2,2,2,1,1,1,3,7,7
"1227",139,100,1,357,TRUE,"2022-03-10T19:58:15Z",22,"Other (specify):","0","0","0","0","0","Non-Hispanic",0,0,4,4,4,4,4,4,4,4,4,4,1,1,1,1,1,1,1,1,1,1,1,1,1
"673",140,100,1,1034,TRUE,"2022-10-12T13:18:18Z",45,"Man","0","0","0","0","White","Non-Hispanic",12,33,2,2,2,3,2,3,3,3,2,2,2,2,4,4,2,2,1,2,1,1,5,7,7
"1789",141,100,1,475,TRUE,"2022-10-17T04:07:45Z",37,"Man","0","Asian","0","0","0","Non-Hispanic",1.5,12,4,2,1,3,3,3,4,3,2,4,3,3,3,3,4,4,3,4,1,1,4,6,6
"1623",142,100,1,3102,TRUE,"2022-06-25T05:43:37Z",30,"Man","0","0","0","0","White","Non-Hispanic",0,2,4,2,2,4,2,3,3,3,2,3,2,1,5,5,1,1,1,1,1,1,5,5,5
"645",143,100,1,1258,TRUE,"2022-10-03T13:20:41Z",50,"Man","0","0","0","0","White","Non-Hispanic",25,25,3,3,1,3,2,3,3,3,2,3,3,3,3,3,7,7,6,7,1,1,6,4,4
"1124",144,100,0,686,TRUE,"2022-08-05T18:24:02Z",20,"Man","0","0","0","0","White","Non-Hispanic",0,1,3,2,2,2,2,4,2,3,2,1,2,1,5,5,1,1,1,1,1,1,1,7,7
"762",145,100,1,1100,TRUE,"2022-11-14T14:13:13Z",29,"Woman","0","0","0","0","White","Non-Hispanic",6,6,2,3,2,3,2,3,3,3,2,3,5,1,5,5,7,7,1,7,1,1,1,7,7
"311",146,100,1,1020,TRUE,"2022-02-01T15:12:29Z",31,"Man","0","0","0","0","White","Non-Hispanic",5,5,4,3,3,2,3,2,4,4,3,2,4,1,3,5,3,1,2,1,1,1,3,2,4
"206",147,100,1,739,TRUE,"2021-11-05T13:47:27Z",33,"Man","0","0","0","0","White","Non-Hispanic",NA,NA,1,2,1,2,1,4,2,2,2,2,3,3,3,4,4,2,2,2,1,1,5,3,5
"1043",148,100,0,753,TRUE,"2022-02-16T19:43:37Z",NA,"Man","0","0","0","0","White","Non-Hispanic",15,18,1,2,1,1,1,4,2,2,2,1,3,3,5,3,6,7,6,7,3,2,1,2,1
"107",149,100,1,1233,TRUE,"2021-04-23T13:16:31Z",26,"Man","0","0","African American / Black","0","0","Non-Hispanic",NA,NA,3,2,3,2,2,4,3,3,3,2,1,1,5,5,2,1,1,1,1,1,1,1,7
"2057",150,100,1,1415,TRUE,"2022-12-27T15:10:09Z",46,"Man","0","0","African American / Black","0","White","Non-Hispanic",10,23,3,2,1,3,2,3,3,3,2,3,3,2,4,4,3,5,2,2,1,3,2,7,6
"1291",151,100,1,879,TRUE,"2022-05-01T06:50:28Z",37,"Woman","0","0","0","0","White","Non-Hispanic",3,15,2,2,2,4,2,3,3,4,1,1,2,1,4,4,6,6,3,2,1,1,3,4,2
"92",152,100,1,1362,TRUE,"2021-04-15T16:42:37Z",24,"Woman","0","0","0","0","White","Non-Hispanic",NA,NA,3,1,1,4,1,4,3,2,2,1,1,2,5,5,1,1,1,1,1,1,7,7,7
"1196",153,94,0,1011,FALSE,"2022-09-30T14:18:42Z",32,"Man","0","0","0","0","White","Non-Hispanic",0,5,3,3,2,3,1,4,3,3,2,2,3,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
"953",154,100,0,722,TRUE,"2021-09-27T15:18:23Z",28,"Woman","0","0","0","0","White","Non-Hispanic",0,4,4,2,1,4,1,4,4,4,3,2,1,1,5,5,2,1,1,1,1,1,3,7,7
"1886",155,100,1,458,TRUE,"2022-11-28T20:42:12Z",47,"Man","0","0","0","0","White","Non-Hispanic",0,7,2,2,2,2,2,2,2,2,2,2,2,2,3,3,1,1,1,1,1,1,3,3,2
"522",156,100,1,1551,TRUE,"2022-08-22T13:18:52Z",34,"Man","0","0","0","0","White","Non-Hispanic",5,5,4,4,3,4,4,3,4,4,4,4,3,3,3,3,4,4,4,1,1,1,1,2,2
"266",157,100,1,451,TRUE,"2021-12-09T16:09:48Z",27,"Nonbinary","0","0","0","Hawaiian/ Pacific Islander","0","Hispanic",2,2,4,1,1,1,1,1,1,1,1,1,2,2,2,2,7,7,7,NA,7,1,7,7,7
"110",158,100,1,1188,TRUE,"2021-04-23T13:16:47Z",26,"Man","0","0","0","0","White","Non-Hispanic",NA,NA,2,2,2,2,1,3,2,2,2,2,3,1,4,4,2,2,2,1,1,1,4,7,7
"1847",159,100,1,926,TRUE,"2022-11-09T21:23:20Z",45,"Woman","0","0","0","0","White","Non-Hispanic",8,6,2,2,2,2,2,3,2,2,2,2,2,1,5,5,2,2,2,2,1,1,5,5,5
"243",160,100,1,830,TRUE,"2021-12-02T15:15:19Z",31,"Man","0","0","0","0","0","Non-Hispanic",6,6,2,2,2,3,2,3,3,3,2,2,2,1,4,4,2,2,1,2,1,1,2,2,2
"1086",161,100,0,577,TRUE,"2022-04-21T14:34:49Z",21,"Man","0","0","0","0","White","Non-Hispanic",0,3,3,1,1,2,1,4,1,2,1,1,2,1,5,5,2,1,1,2,1,2,7,7,7
"74",162,100,1,730,TRUE,"2021-03-12T21:16:07Z",22,"Man","0","0","0","0","White","Non-Hispanic",2,2,3,2,2,2,1,4,3,3,2,2,4,5,2,3,5,5,2,4,1,1,3,2,5
"1317",163,100,1,2667,TRUE,"2022-05-03T15:53:35Z",47,"Man","0","0","0","0","White","Non-Hispanic",21,21,2,2,2,2,2,4,3,3,2,2,3,2,3,4,4,4,1,1,1,1,7,7,7
"860",164,100,0,622,TRUE,"2021-04-14T18:33:53Z",34,"Woman","0","0","0","0","White","Non-Hispanic",10,10,1,1,1,3,1,4,2,2,1,1,3,1,4,5,2,5,4,2,1,1,4,3,4
"1312",165,100,1,1254,TRUE,"2022-05-03T14:22:10Z",47,"Man","0","0","0","0","White","Non-Hispanic",10,13,2,2,2,2,2,3,3,3,3,3,3,3,3,3,4,7,1,7,1,2,4,4,4
"741",166,100,1,1083,TRUE,"2022-11-04T14:23:24Z",31,"Man","0","0","0","0","White","Non-Hispanic",NA,NA,2,2,2,2,2,3,2,2,2,2,2,2,4,3,1,1,1,1,1,2,4,5,5
"418",167,96,1,1561,FALSE,"2022-05-19T14:28:39Z",45,"Man","Native American/ Alaskan","0","0","0","0","Non-Hispanic",20,20,2,2,2,2,2,3,2,2,2,2,3,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
"502",168,100,1,4148,TRUE,"2022-08-03T14:19:34Z",41,"Man","0","0","0","0","White","Non-Hispanic",NA,NA,4,2,2,3,2,3,2,2,3,1,2,3,5,2,5,4,5,4,7,4,7,4,5
"378",169,100,1,2067,TRUE,"2022-04-12T14:42:17Z",NA,"Man","0","0","0","0","White","Non-Hispanic",5,25,2,2,1,3,2,3,2,2,2,2,3,2,4,4,2,2,3,2,1,1,6,7,5
"328",170,100,1,1372,TRUE,"2022-02-08T15:13:42Z",NA,"Man","0","0","0","0","White","Non-Hispanic",18,3,1,1,2,3,3,4,2,2,2,3,4,1,1,1,3,2,3,5,3,2,3,3,4
"1133",171,100,0,877,TRUE,"2022-09-01T14:15:39Z",NA,"Man","0","0","0","0","White","Non-Hispanic",6,12,2,2,3,3,1,4,3,3,2,2,3,2,4,4,2,1,1,7,5,4,2,2,1
"1501",172,100,1,1286,TRUE,"2022-05-25T08:58:59Z",55,"Man","0","0","0","0","White","Non-Hispanic",4,34,3,2,2,3,2,4,3,3,2,2,2,1,5,4,2,2,1,1,1,1,5,5,7
"1685",173,100,1,915,TRUE,"2022-07-23T01:58:34Z",61,"Man","0","0","0","0","White","Non-Hispanic",15,15,3,2,2,2,2,3,2,2,2,2,3,2,4,4,4,4,2,2,1,2,4,3,5
"2036",174,100,1,938,TRUE,"2022-12-22T20:31:09Z",31,"Woman","0","0","0","0","White","Non-Hispanic",2,3,2,2,2,2,2,3,2,2,2,2,3,2,4,4,2,2,2,2,1,1,5,5,5
"131",175,100,1,824,TRUE,"2021-08-20T14:20:04Z",NA,"Man","0","0","African American / Black","0","0","Non-Hispanic",4,30,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"1868",176,100,1,1340,TRUE,"2022-11-18T15:42:42Z",57,"Man","0","0","0","0","White","Non-Hispanic",2,22,2,2,2,2,2,1,2,2,2,2,2,2,4,4,1,1,1,5,1,1,1,7,7
"330",177,100,1,1356,TRUE,"2022-02-08T15:13:48Z",NA,"Man","0","0","0","0","White","Non-Hispanic",25,25,1,1,3,4,4,4,3,2,3,4,2,2,5,4,6,5,2,7,2,2,6,6,7
"420",178,100,1,698,TRUE,"2022-06-23T14:14:28Z",35,"Man","0","0","0","0","White","Non-Hispanic",3,3,3,3,2,3,2,3,3,3,3,3,3,2,4,4,2,2,2,1,1,1,7,7,7
"413",179,100,1,1451,TRUE,"2022-05-12T14:28:26Z",28,"Man","0","0","0","0","White","Non-Hispanic",2,7,4,4,4,3,2,3,3,2,3,2,3,1,4,4,6,3,1,1,1,1,1,6,7
"1819",180,100,1,1382,TRUE,"2022-10-28T14:52:43Z",NA,"Man","0","0","0","0","White","Non-Hispanic",29,29,3,2,2,3,2,4,3,3,3,2,3,1,4,5,2,2,4,2,1,1,4,7,6
"1137",181,100,0,1087,TRUE,"2022-09-01T14:22:07Z",37,"Man","0","0","0","0","White","Non-Hispanic",15,18,3,2,2,2,2,4,2,3,1,2,4,1,4,4,4,2,2,5,2,2,4,2,2
"357",182,100,1,1106,TRUE,"2022-03-30T14:15:09Z",47,"Man","0","0","0","0","White","Non-Hispanic",20,20,3,2,2,3,2,3,3,2,2,2,3,2,4,5,2,2,2,1,1,1,2,7,6
"159",183,100,1,614,TRUE,"2021-09-16T14:10:32Z",NA,"Man","0","0","0","0","White","Non-Hispanic",11,11,3,3,3,3,3,3,3,4,3,3,3,3,3,3,1,2,1,1,1,1,1,1,4
"1734",184,100,1,1005,TRUE,"2022-09-24T14:55:34Z",31,"Man","0","0","0","0","White","Non-Hispanic",6,6,1,2,2,2,1,3,4,4,3,2,3,1,3,4,2,2,2,1,1,1,2,4,3
"715",185,100,1,2404,TRUE,"2022-10-24T13:41:14Z",50,"Man","0","0","African American / Black","0","0","Non-Hispanic",27,27,2,2,1,2,2,3,2,2,2,2,1,1,5,5,2,2,1,1,1,1,3,6,7
"1974",186,100,1,539,TRUE,"2022-12-16T13:03:12Z",55,"Man","0","0","African American / Black","0","0","Non-Hispanic",2,10,3,2,1,3,2,4,3,3,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3
"1658",187,100,1,2063,TRUE,"2022-07-07T20:02:56Z",58,"Man","0","0","0","0","White","Non-Hispanic",14,14,3,2,2,2,2,3,2,3,2,2,2,2,4,4,3,2,3,2,1,2,5,4,6
"204",188,100,1,648,TRUE,"2021-11-05T13:46:15Z",33,"Man","0","0","0","0","White","Non-Hispanic",NA,NA,2,2,2,3,2,3,2,2,2,2,3,3,3,3,4,4,4,4,4,4,4,4,4
"1908",189,100,1,865,TRUE,"2022-12-02T12:36:14Z",24,"Man","0","0","0","0","White","Non-Hispanic",0,0,2,2,1,3,1,3,1,1,4,2,2,1,4,2,3,2,3,2,1,1,4,5,5
"389",190,100,1,574,TRUE,"2022-05-10T14:06:18Z",26,"Man","0","0","0","0","White","Non-Hispanic",3.5,3.5,4,1,1,4,1,4,1,1,4,1,3,3,3,3,3,5,4,5,5,5,5,5,3
"1484",191,100,1,1045,TRUE,"2022-05-23T20:41:10Z",60,"Man","0","0","0","0","White","Non-Hispanic",1,30,3,2,2,3,1,4,2,2,2,2,4,1,2,4,6,6,6,6,2,2,5,5,5
"1408",192,100,1,1263,TRUE,"2022-05-16T21:25:22Z",49,"Man","0","0","0","0","White","Non-Hispanic",3,24,1,1,1,1,1,4,1,1,1,1,3,2,4,4,3,2,1,1,1,1,2,2,4
"146",193,100,1,761,TRUE,"2021-09-14T14:09:07Z",28,"Man","0","0","0","0","White","Non-Hispanic",1,1,4,4,4,4,2,4,4,4,3,4,2,5,5,5,2,1,1,1,1,1,2,2,2
"1010",194,100,0,575,TRUE,"2022-02-08T16:16:55Z",23,"Man","0","0","0","0","White","Non-Hispanic",0,5,2,1,1,2,2,4,3,2,1,1,3,1,5,3,2,1,2,1,2,3,5,6,7
"1155",195,100,0,792,TRUE,"2022-09-02T14:22:28Z",32,"Man","0","0","0","0","White","Non-Hispanic",1,6,2,3,3,4,2,3,3,2,3,2,3,2,4,4,2,6,2,2,4,4,4,4,4
"642",196,100,1,982,TRUE,"2022-10-03T13:15:02Z",32,"Man","0","Asian","0","0","White","Non-Hispanic",8,8,4,3,2,3,2,3,2,2,3,3,3,2,4,4,2,2,4,2,2,2,2,3,4
"48",197,100,1,1076,TRUE,"2021-03-10T14:25:56Z",24,"Transgender Man","0","0","0","0","White","Hispanic",NA,NA,4,4,4,4,3,3,4,4,4,4,5,1,5,5,7,7,2,4,1,1,7,7,7
"163",198,100,1,874,TRUE,"2021-09-16T14:13:14Z",21,"Man","0","0","0","0","White","Non-Hispanic",0,0,3,3,1,4,2,3,3,1,2,4,3,4,3,3,2,1,1,2,1,1,2,7,7
"1276",199,100,1,1876,TRUE,"2022-04-29T18:39:38Z",26,"Man","0","0","0","0","White","Non-Hispanic",0,1,2,2,NA,3,2,3,3,3,3,2,2,1,5,4,2,2,1,1,1,1,2,4,4
"426",200,100,1,1060,TRUE,"2022-06-23T14:21:24Z",48,"Woman","0","0","0","0","White","Non-Hispanic",6,10,2,3,3,3,2,3,4,4,2,2,2,2,4,4,4,2,2,5,1,2,6,6,5
"923",201,100,0,943,TRUE,"2021-07-21T14:54:05Z",39,"Man","0","0","0","0","White","Non-Hispanic",4,16,4,4,4,4,3,2,3,3,4,2,3,1,4,4,7,7,3,7,3,1,3,3,NA
"1238",202,100,1,1714,TRUE,"2022-04-07T14:38:44Z",49,"Man","0","0","0","0","White","Non-Hispanic",0,25,3,2,1,3,2,3,2,2,3,4,3,3,3,3,1,1,1,1,1,1,1,1,1
"960",203,94,0,705,FALSE,"2021-09-29T14:14:52Z",43,"Man","0","0","0","0","White","Non-Hispanic",12,21,4,4,1,4,1,4,3,3,1,1,3,3,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1885",204,100,1,1120,TRUE,"2022-11-28T20:31:26Z",47,"Man","0","0","0","0","White","Non-Hispanic",0,7,2,2,2,2,2,3,2,2,2,2,3,3,3,3,1,1,1,1,1,1,3,3,2
"895",205,100,0,893,TRUE,"2021-07-09T14:11:20Z",37,"Man","0","0","0","0","White","Non-Hispanic",12,16,3,3,3,3,2,2,3,3,3,2,3,3,4,4,2,4,1,2,1,1,1,3,3
"1305",206,100,1,1321,TRUE,"2022-05-02T23:43:01Z",NA,"Woman","0","0","0","0","White","Non-Hispanic",0,3,2,2,3,2,2,4,2,2,2,2,1,1,4,4,1,1,1,1,1,1,6,6,6
"665",207,100,1,1116,TRUE,"2022-10-06T13:19:03Z",NA,"Man","0","0","0","0","White","Non-Hispanic",4,22,2,2,2,3,2,2,3,2,2,2,4,3,2,4,2,2,2,2,1,2,2,2,2
"1975",208,100,1,1427,TRUE,"2022-12-16T14:46:06Z",53,"Man","0","0","0","0","White","Non-Hispanic",28,28,3,2,1,2,1,4,2,2,2,2,2,1,5,4,4,2,2,1,1,1,4,4,5
"1348",209,100,1,1530,TRUE,"2022-05-06T04:43:09Z",49,"Man","0","0","0","0","White","Non-Hispanic",12,20,2,1,1,2,1,4,2,3,2,2,2,1,4,4,1,1,1,1,1,1,1,7,2
"815",210,100,0,1218,TRUE,"2020-09-24T18:25:17Z",29,"Man","0","0","0","0","White","Non-Hispanic",4,6,3,1,1,2,1,4,2,2,2,1,2,2,4,4,4,4,2,4,2,1,4,6,6
"1990",211,100,1,965,TRUE,"2022-12-18T02:19:28Z",36,"Man","0","0","0","0","White","Hispanic",3,3,2,2,2,2,2,3,2,2,2,2,2,2,4,4,2,2,2,2,1,2,2,2,2
"1378",212,100,1,2289,TRUE,"2022-05-12T12:12:50Z",37,"Man","0","0","0","0","0","Non-Hispanic",5,11,4,4,2,4,3,4,4,3,4,4,3,3,3,3,1,1,1,1,1,1,7,7,7
"340",213,100,1,979,TRUE,"2022-02-24T14:54:59Z",40,"Man","0","0","0","0","White","Non-Hispanic",18,18,4,2,3,3,3,2,4,4,3,2,2,1,5,5,2,2,2,2,2,1,4,2,3
"709",214,100,1,1112,TRUE,"2022-10-24T13:09:42Z",26,"Man","0","0","0","0","White","Non-Hispanic",0,0,3,2,2,3,2,4,2,3,1,2,2,1,4,4,2,1,1,1,1,1,2,2,2
"1864",215,100,1,1429,TRUE,"2022-11-17T21:43:20Z",52,"Man","0","0","0","0","White","Non-Hispanic",20,30,3,2,2,3,2,3,2,2,2,2,2,2,4,4,2,2,2,2,1,2,6,6,6
"7",216,100,1,502,TRUE,"2020-12-17T16:28:49Z",57,"Man","0","0","0","0","White","Non-Hispanic",19,33,3,2,2,3,2,4,3,3,2,2,4,2,3,3,4,1,4,6,2,1,2,6,2
"656",217,100,1,673,TRUE,"2022-10-06T13:08:03Z",34,"Man","0","0","0","0","White","Non-Hispanic",0,11,2,3,2,3,1,3,3,3,2,3,1,2,4,4,5,4,1,4,1,1,5,7,5
"2006",218,100,1,497091,TRUE,"2022-12-19T05:49:25Z",19,"Woman","0","0","0","0","White","Non-Hispanic",0,NA,2,2,2,2,1,4,2,2,1,2,3,2,1,1,7,7,4,3,1,1,2,4,7
"1577",219,100,1,662,TRUE,"2022-06-07T18:40:03Z",46,"Man","0","0","0","0","White","Non-Hispanic",1,25,3,3,2,3,2,3,3,2,2,2,3,3,3,3,3,5,3,4,2,1,3,4,2
"1313",220,100,1,1443,TRUE,"2022-05-03T14:59:22Z",25,"Woman","0","0","0","0","White","Non-Hispanic",0,3,2,3,2,3,2,3,3,3,2,2,3,3,3,3,3,3,3,2,2,1,2,3,2
"2005",221,100,1,920,TRUE,"2022-12-19T02:52:38Z",36,"Man","0","0","0","0","White","Non-Hispanic",2,2,4,4,1,4,3,3,4,3,3,3,3,3,4,4,5,4,3,3,1,1,1,2,2
"978",222,100,0,948,TRUE,"2021-10-20T20:05:33Z",41,"Man","0","0","0","0","White","Non-Hispanic",1,20,3,2,2,3,3,3,3,3,3,2,2,2,4,4,2,2,2,4,2,1,2,2,5
"880",223,100,0,494,TRUE,"2021-07-07T14:07:18Z",46,"Man","0","0","0","0","White","Non-Hispanic",26,26,3,3,2,2,2,3,3,3,3,2,4,2,3,3,2,2,1,3,2,1,1,2,2
"607",224,100,1,949,TRUE,"2022-09-02T13:05:38Z",32,"Man","0","0","0","0","White","Non-Hispanic",2,6,2,2,2,3,2,3,4,4,3,3,4,2,4,4,3,2,2,2,2,2,2,2,3
"1388",225,100,1,575,TRUE,"2022-05-13T12:14:18Z",35,"Man","0","0","0","0","White","Non-Hispanic",4,11,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
"1755",226,100,1,1161,TRUE,"2022-09-29T15:53:59Z",35,"Man","0","0","0","0","White","Non-Hispanic",2,10,3,2,3,4,2,3,3,3,2,2,4,2,5,5,1,1,1,7,4,NA,2,1,2
"327",227,100,1,1359,TRUE,"2022-02-08T15:13:04Z",30,"Man","0","0","0","0","White","Hispanic",1,3,1,2,1,3,3,3,3,3,3,3,3,2,4,4,2,2,1,2,1,1,1,2,2
"1531",228,100,1,684,TRUE,"2022-05-27T17:53:48Z",35,"Woman","0","0","0","0","White","Non-Hispanic",8,11,3,2,2,3,2,3,3,3,2,2,3,3,3,3,7,7,6,5,5,2,2,2,4
"1079",229,100,0,935,TRUE,"2022-04-18T14:47:52Z",44,"Woman","0","0","0","0","White","Non-Hispanic",2,20,1,2,1,2,1,4,1,2,1,1,2,1,5,5,2,2,2,2,1,2,3,7,4
"1207",230,100,0,912,TRUE,"2022-11-03T15:50:52Z",38,"Man","0","0","0","0","White","Non-Hispanic",20,20,3,3,1,3,3,3,4,3,3,3,3,2,4,4,4,6,4,2,2,2,2,2,2
"879",231,100,0,1049,TRUE,"2021-06-16T18:21:10Z",46,"Man","0","0","0","0","White","Non-Hispanic",5,31,4,2,2,2,1,4,3,3,3,2,2,1,5,5,2,2,2,2,1,2,6,7,7
"834",232,100,0,1837,TRUE,"2020-12-09T15:36:08Z",31,"Man","0","0","0","0","White","Non-Hispanic",7,7,3,3,3,4,3,4,4,4,2,3,5,4,2,4,7,7,4,7,5,5,2,2,2
"1111",233,100,0,982,TRUE,"2022-06-24T14:23:31Z",44,"Man","0","0","0","0","White","Non-Hispanic",9,21,2,2,2,3,2,3,3,2,3,2,3,2,4,4,1,1,1,1,1,1,6,6,6
"166",234,100,1,914,TRUE,"2021-09-16T14:15:07Z",35,"Woman","0","0","0","0","White","Non-Hispanic",3,3,3,2,1,4,2,4,4,4,2,2,4,4,2,5,4,5,1,4,1,4,4,4,4
"190",235,100,1,1418,TRUE,"2021-10-01T20:04:05Z",33,"Man","0","0","0","0","White","Non-Hispanic",0,10,2,2,2,2,2,3,3,3,2,2,2,3,4,4,3,3,2,1,1,2,3,5,5
"95",236,100,1,827,TRUE,"2021-04-23T13:08:48Z",24,"Man","0","0","African American / Black","0","0","Non-Hispanic",NA,NA,2,1,1,2,1,4,2,2,1,1,3,1,3,4,4,5,1,1,1,1,7,5,5
"1736",237,100,1,950,TRUE,"2022-09-26T12:50:05Z",51,"Man","0","0","0","0","White","Non-Hispanic",6,10,2,2,1,2,2,3,2,2,2,2,3,3,3,3,3,3,4,5,4,4,4,5,6
"454",238,100,1,808,TRUE,"2022-07-14T18:10:47Z",28,"Man","0","0","African American / Black","0","0","Non-Hispanic",4,4,3,2,2,2,1,4,3,3,2,2,2,3,3,3,3,1,1,1,1,1,1,7,6
"1049",239,100,0,1235,TRUE,"2022-02-16T19:52:29Z",33,"Man","0","0","0","0","White","Non-Hispanic",7,13,3,2,2,3,2,4,3,3,2,4,3,2,3,3,4,2,2,2,1,2,4,4,5
"1269",240,100,1,1326,TRUE,"2022-04-29T15:57:39Z",50,"Man","0","0","0","0","White",NA,2,29,2,2,1,3,2,3,3,2,2,3,4,2,3,4,4,2,2,2,2,1,3,2,2
"214",241,100,1,900,TRUE,"2021-11-05T13:53:20Z",22,"Man","0","0","African American / Black","0","0","Non-Hispanic",NA,NA,1,1,2,1,1,4,4,3,2,1,1,1,5,5,1,1,1,1,1,1,1,7,7
"19",242,100,1,897,TRUE,"2020-12-18T14:19:33Z",51,"Man","0","0","0","0","White","Non-Hispanic",3.5,28,1,1,2,2,1,4,3,3,3,2,2,1,4,5,3,2,2,5,2,2,6,7,6
"1125",243,100,0,740,TRUE,"2022-08-05T18:28:26Z",55,"Man","0","0","African American / Black","0","0",NA,8,31,1,1,1,2,2,4,2,2,2,2,4,1,4,4,2,1,1,1,1,1,6,7,7
"1846",244,100,1,1247,TRUE,"2022-11-09T20:02:35Z",53,"Man","0","0","0","0","White","Non-Hispanic",2,30,4,2,2,3,2,4,3,3,3,3,3,3,3,3,5,1,1,7,1,1,2,7,7
"339",245,100,1,1008,TRUE,"2022-02-24T14:54:41Z",29,"Man",NA,NA,NA,NA,NA,"Hispanic",6,6,2,2,2,2,2,4,3,3,2,2,2,2,2,2,6,6,1,1,1,1,5,6,6
"96",246,100,1,844,TRUE,"2021-04-23T13:10:14Z",24,"Woman","0","0","0","0","White","Non-Hispanic",NA,NA,1,2,2,3,1,3,3,3,3,2,1,1,5,5,2,2,2,1,1,1,5,7,7
"1212",247,100,0,1388,TRUE,"2022-11-03T16:10:29Z",58,"Man","0","0","0","0","White","Non-Hispanic",38,42,3,2,2,3,2,3,3,3,3,3,4,2,4,4,2,3,4,5,1,1,2,3,2
"281",248,100,1,1269,TRUE,"2021-12-09T16:21:19Z",NA,"Man","0","0","0","0","White","Non-Hispanic",4,4,4,2,2,3,2,4,3,3,3,2,3,3,3,4,2,2,2,2,2,2,3,3,2
"321",249,100,1,1675,TRUE,"2022-02-01T15:24:15Z",57,"Man","0","0","0","0","White","Non-Hispanic",12,32,3,2,2,3,2,3,2,2,2,2,3,2,4,4,4,2,4,2,1,1,5,4,4
"408",250,100,1,1074,TRUE,"2022-05-12T14:21:21Z",31,"Man","0","0","African American / Black","0","White","Non-Hispanic",1,1,1,1,1,1,1,4,3,2,1,1,3,1,5,5,1,1,1,1,1,1,7,7,7
"1240",251,100,1,703,TRUE,"2022-04-08T16:26:58Z",56,"Man","0","0","0","0","White","Non-Hispanic",29,3,3,2,1,3,2,3,2,2,2,2,2,1,5,4,4,4,4,4,4,1,4,7,4
